Geneid,Tumor_SRR30510137,Tumor_SRR30510151,Tumor_SRR30510181,Normal_SRR28602760,Normal_SRR28602761,Normal_SRR28602767
ENSG00000222007,6,2,12,1,0,0
ENSG00000228499,22,26,4,4,0,8
ENSG00000238812,0,4,0,0,0,0
ENSG00000264676,16,7,7,0,0,0
ENSG00000207049,0,0,0,0,0,0
ENSG00000168505,72,110,372,6,12,8
ENSG00000200745,3,0,0,0,0,0
ENSG00000157985,702,1591,1205,6791,13281,15616
ENSG00000231189,0,0,0,0,0,0
ENSG00000235610,0,0,0,0,0,0
ENSG00000171951,1534,4285,3913,6168,3351,626
ENSG00000226539,2,0,0,2,0,2
ENSG00000085449,7585,5822,1860,1328,2022,2358
ENSG00000135900,3350,2378,1353,713,797,1157
ENSG00000228802,2,2,0,0,0,4
ENSG00000135919,14079,9813,20825,16281,11081,4256
ENSG00000152056,35,55,38,253,168,80
ENSG00000286239,0,0,0,0,0,0
ENSG00000153561,11560,11986,2144,3216,5029,7188
ENSG00000172116,2,2,32,0,9,12
ENSG00000213605,0,0,0,0,0,0
ENSG00000231351,0,0,0,0,0,2
ENSG00000226114,0,0,0,0,0,0
ENSG00000153563,29,64,20,274,152,53
ENSG00000116044,25114,11622,4347,2626,4464,8571
ENSG00000213963,390,346,236,248,454,646
ENSG00000115758,18565,22346,8641,1201,2110,1656
ENSG00000185013,2,8,0,0,2,4
ENSG00000170144,6536,3768,1815,4410,6816,7616
ENSG00000233757,1190,864,362,218,207,284
ENSG00000071054,16773,8407,3703,8922,49433,60245
ENSG00000187833,0,0,0,0,4,0
ENSG00000184492,19,6,19,16,0,8
ENSG00000284643,0,0,0,0,0,0
ENSG00000284667,0,0,0,0,0,0
ENSG00000284718,0,0,0,0,0,0
ENSG00000284635,0,0,0,0,0,0
ENSG00000173699,12,2,4,32,15,7
ENSG00000283428,0,0,0,0,0,2
ENSG00000284629,0,0,0,0,1,6
ENSG00000284704,0,0,0,1,0,0
ENSG00000284725,0,0,0,0,0,0
ENSG00000288658,6,66,0,432,274,42
ENSG00000213115,0,0,0,2,2,0
ENSG00000200650,0,0,0,0,0,0
ENSG00000207951,0,0,0,2,1,0
ENSG00000144366,7449,3012,369,350,143,108
ENSG00000151779,6234,5650,1615,2226,2207,2428
ENSG00000256637,2637,135,0,0,0,2
ENSG00000204685,186,91,148,135,201,236
ENSG00000289410,64,6,64,25,53,77
ENSG00000230407,0,0,0,0,0,0
ENSG00000238698,0,1,2,0,0,0
ENSG00000257045,2,0,0,0,0,0
ENSG00000119042,5833,6634,379,1879,1162,649
ENSG00000153234,579,4867,1610,174,243,195
ENSG00000205111,25,0,28,19,32,3
ENSG00000272979,21,7,11,11,29,12
ENSG00000189362,679,192,171,249,474,563
ENSG00000236854,19,1,0,13,140,263
ENSG00000206951,0,0,0,0,0,0
ENSG00000223951,0,2,0,0,0,0
ENSG00000115760,6288,3713,1325,3344,7412,8626
ENSG00000289811,0,0,0,37,12,5
ENSG00000223564,0,0,0,0,0,0
ENSG00000232502,0,0,0,0,0,0
ENSG00000212140,0,0,0,0,0,0
ENSG00000278631,0,0,0,0,0,0
ENSG00000163060,2,2,4,10,16,0
ENSG00000237055,0,0,0,0,0,0
ENSG00000232128,0,0,0,0,0,0
ENSG00000233158,0,0,0,0,0,0
ENSG00000074054,20791,18048,3651,6824,6801,5454
ENSG00000234988,0,22,0,18,6,0
ENSG00000288960,0,0,0,0,12,13
ENSG00000289855,18,0,37,3,14,18
ENSG00000289856,0,0,0,0,0,0
ENSG00000231609,291,99,4,131,121,98
ENSG00000233862,10,8,25,37,12,28
ENSG00000234929,0,2,0,108,122,4
ENSG00000279227,149,176,269,136,48,22
ENSG00000231312,489,1426,512,1649,1034,632
ENSG00000228414,6,14,50,12,17,6
ENSG00000226702,0,2,0,0,0,0
ENSG00000228162,18,13,79,4,3,10
ENSG00000226856,2,2,363,8,10,14
ENSG00000152117,1289,1201,804,1495,3866,1590
ENSG00000289191,0,0,0,4,6,2
ENSG00000226266,199,152,53,9,15,10
ENSG00000289941,0,0,0,0,0,0
ENSG00000289943,14,18,12,0,0,2
ENSG00000233806,7,11,0,71,28,13
ENSG00000286525,0,0,8,34,67,208
ENSG00000289974,4,0,6,2,0,4
ENSG00000289982,0,0,0,0,2,2
ENSG00000228590,0,4,0,0,0,0
ENSG00000260101,92,94,101,96,38,30
ENSG00000289296,34,10,47,7,2,0
ENSG00000225889,297,201,156,489,1246,1692
ENSG00000290000,0,0,1,6,8,0
ENSG00000228262,2,2,3,3,9,4
ENSG00000235092,195,522,58,396,1112,747
ENSG00000240687,4,0,0,33,175,215
ENSG00000224184,91,23,13,12,4,9
ENSG00000290023,4,0,0,0,0,2
ENSG00000279317,9,21,11,5,5,8
ENSG00000223536,2,28,0,12,10,4
ENSG00000229743,1754,239,96,101,200,266
ENSG00000290030,0,0,0,2,0,0
ENSG00000231327,65,14,119,71,150,151
ENSG00000289326,0,0,0,0,0,0
ENSG00000289033,0,0,0,0,0,0
ENSG00000273456,511,603,314,189,260,226
ENSG00000289135,198,68,265,132,235,271
ENSG00000233143,24,70,3,312,317,205
ENSG00000272913,162,0,132,37,86,133
ENSG00000290050,0,0,0,0,0,2
ENSG00000224165,227,156,364,203,360,400
ENSG00000233723,1195,1063,6,285,210,93
ENSG00000289422,0,0,0,2,0,0
ENSG00000271991,50,2,42,6,12,11
ENSG00000289556,0,0,0,2,2,0
ENSG00000289529,6,2,0,4,12,0
ENSG00000290060,0,0,0,0,4,0
ENSG00000289018,22,19,2,20,73,95
ENSG00000260025,242,192,88,877,584,225
ENSG00000228541,4,0,0,31,28,223
ENSG00000236204,75,72,101,42,115,124
ENSG00000224577,4,0,46,79,14,6
ENSG00000288902,0,0,0,0,2,0
ENSG00000163364,6,2,617,280,69,24
ENSG00000290071,0,0,2,2,23,48
ENSG00000288932,0,0,0,16,16,11
ENSG00000268603,0,0,26,9,6,0
ENSG00000283839,92,96,32,78,68,40
ENSG00000234350,119,14,104,55,63,53
ENSG00000289545,0,4,0,0,2,0
ENSG00000285872,14,6,14,15,28,18
ENSG00000236008,2,0,8,18,3,2
ENSG00000234362,0,0,8,10,24,0
ENSG00000227403,1,0,0,4,0,2
ENSG00000271615,0,2,42,0,2,0
ENSG00000286532,245,365,295,255,437,306
ENSG00000225765,53,1,0,8,2,3
ENSG00000231890,38,48,25,19,23,29
ENSG00000226622,1,0,4,24,21,16
ENSG00000288734,10,0,0,24,28,39
ENSG00000222020,48,44,88,64,192,150
ENSG00000225539,2,8,0,22,30,10
ENSG00000289364,0,0,0,0,0,0
ENSG00000205334,0,5,8,8,8,6
ENSG00000288858,8,4,27,2,35,48
ENSG00000224509,7,8,1,18,20,81
ENSG00000270659,212,163,80,80,112,132
ENSG00000281162,0,0,6,6,10,4
ENSG00000231969,185,38,52,39,86,118
ENSG00000223960,1391,522,374,364,565,505
ENSG00000226791,16,0,69,64,60,130
ENSG00000239332,36,4,28,93,73,31
ENSG00000232044,2348,340,451,1633,7271,7842
ENSG00000231943,9,0,14,3,8,9
ENSG00000290085,144,68,42,56,92,40
ENSG00000225953,1102,1244,432,714,418,147
ENSG00000290086,4,0,0,2,3,1
ENSG00000224376,36,18,167,53,56,30
ENSG00000270019,11,6,54,2,4,5
ENSG00000235688,10,0,6,22,18,2
ENSG00000237298,264,176,161,165,266,238
ENSG00000290092,0,0,0,0,0,0
ENSG00000236859,845,363,401,351,1243,1550
ENSG00000290093,5,1,8,2,4,2
ENSG00000229056,2,4,0,0,0,2
ENSG00000289205,0,0,0,0,0,0
ENSG00000279526,0,0,0,12,6,6
ENSG00000289370,171,312,212,348,342,198
ENSG00000289615,14,6,44,34,16,24
ENSG00000273080,179,127,223,31,102,137
ENSG00000289076,3,4,4,4,0,2
ENSG00000289091,0,0,0,2,0,0
ENSG00000290097,4,0,0,0,0,0
ENSG00000289129,0,0,0,0,0,0
ENSG00000234171,1671,358,882,260,221,345
ENSG00000289002,0,0,0,0,0,0
ENSG00000290100,0,4,0,0,0,0
ENSG00000290104,0,0,8,44,14,63
ENSG00000289156,4,2,26,26,6,11
ENSG00000289567,2,18,8,7,3,4
ENSG00000257135,68,102,100,64,180,105
ENSG00000230773,18,4,6,10,20,14
ENSG00000290110,37,24,31,4,18,10
ENSG00000290112,24,32,70,30,46,36
ENSG00000235576,12,42,26,4,4,2
ENSG00000222041,137,27,289,244,89,58
ENSG00000290113,2,0,0,0,0,0
ENSG00000235026,17,12,115,546,342,80
ENSG00000227946,308,166,234,171,226,165
ENSG00000289474,5,0,0,15147,73,4139
ENSG00000270820,221,61,285,126,241,197
ENSG00000236213,2,0,0,0,0,2
ENSG00000233639,59050,20072,5696,1189,1656,1014
ENSG00000225111,6,0,0,0,4,10
ENSG00000290118,0,0,0,0,2,3
ENSG00000179818,3554,2352,1339,1157,1942,2929
ENSG00000231621,0,0,0,0,0,0
ENSG00000272606,0,2,0,0,0,0
ENSG00000226853,19,91,54,36,57,49
ENSG00000288869,4,18,0,100,52,45
ENSG00000289608,0,0,0,4,15,0
ENSG00000290119,0,0,0,2,0,0
ENSG00000237883,154,35,44,53,109,108
ENSG00000287115,36,42,49,125,147,101
ENSG00000224152,569,153,175,220,178,213
ENSG00000232606,2,2,4,0,4,13
ENSG00000151690,2459,1802,324,3766,5462,13957
ENSG00000290089,4,0,0,2,9,10
ENSG00000237326,0,0,0,0,0,0
ENSG00000202160,0,1,0,0,0,0
ENSG00000214657,0,0,0,0,0,0
ENSG00000238371,0,0,0,0,0,0
ENSG00000233718,130,113,57,34,61,45
ENSG00000223850,0,0,0,0,0,0
ENSG00000243541,0,0,0,0,0,0
ENSG00000226764,0,0,0,0,0,0
ENSG00000236289,14,16,18,9,106,242
ENSG00000134323,3313,5396,116,233,542,561
ENSG00000231646,9,39,20,45,24,43
ENSG00000212581,0,0,0,0,0,0
ENSG00000226747,8,24,0,45,35,58
ENSG00000188738,106,734,11,61,97,147
ENSG00000287129,21,3,32,24,37,34
ENSG00000224019,35,0,24,2,2,2
ENSG00000226410,0,0,0,0,0,2
ENSG00000232568,0,0,0,0,0,0
ENSG00000259915,16,0,0,7,19,24
ENSG00000227692,8,0,23,0,2,1
ENSG00000065548,12719,10829,2382,3169,2964,3136
ENSG00000224323,18,6,0,0,0,0
ENSG00000237877,278,294,142,58,93,91
ENSG00000213639,120566,76052,9513,6422,8032,7963
ENSG00000186281,25,42,21,246,443,567
ENSG00000199884,0,0,0,0,0,0
ENSG00000213197,25,14,5,2,2,16
ENSG00000287085,2,0,0,16,354,233
ENSG00000289202,22,4,38,2,8,4
ENSG00000157827,2554,1384,1475,8022,24059,33654
ENSG00000226124,136,107,235,64,195,326
ENSG00000186235,77,28,5,232,465,785
ENSG00000204872,0,0,0,2,2,4
ENSG00000228509,4,2,8,6,0,0
ENSG00000227542,35,25,1,2,2,7
ENSG00000144410,3,0,0,110,77,39
ENSG00000253008,0,0,0,0,0,0
ENSG00000237892,0,8,0,4,0,6
ENSG00000229647,0,0,0,0,9,9
ENSG00000277590,0,0,2,0,4,10
ENSG00000224342,2,0,0,2,1,0
ENSG00000234902,0,0,0,3,16,27
ENSG00000286568,0,0,0,0,0,0
ENSG00000225916,12,0,8,2,6,10
ENSG00000240440,0,0,0,3,2,0
ENSG00000225064,0,0,0,0,1,0
ENSG00000221628,0,0,0,0,0,0
ENSG00000118263,7925,10053,914,1034,1794,2863
ENSG00000183733,0,0,0,0,0,0
ENSG00000228034,4,0,0,0,0,0
ENSG00000152672,0,0,4,8,4,8
ENSG00000231386,0,0,0,0,0,0
ENSG00000116031,0,0,30,0,0,0
ENSG00000144043,3747,1040,2546,2372,3348,5454
ENSG00000272735,6,2,31,8,8,19
ENSG00000202141,2,0,0,0,0,2
ENSG00000221498,0,0,0,0,0,0
ENSG00000231203,0,0,0,0,0,0
ENSG00000162999,481,645,418,279,202,141
ENSG00000224643,0,2,0,0,0,4
ENSG00000163002,2558,1158,683,312,410,465
ENSG00000061676,14823,9622,4462,9899,7286,4812
ENSG00000130294,13644,16672,4806,54816,72250,62809
ENSG00000236682,186,901,237,640,894,471
ENSG00000163166,5456,3187,1225,1505,3788,5471
ENSG00000275588,0,0,0,0,0,0
ENSG00000199964,0,0,0,0,0,0
ENSG00000287123,0,0,0,0,0,0
ENSG00000234572,0,2,0,2,4,3
ENSG00000237638,138,91,101,377,230,126
ENSG00000244534,0,0,0,0,0,0
ENSG00000227394,0,0,0,3,0,2
ENSG00000115902,4514,3269,1425,6116,5759,1996
ENSG00000252892,11,27,0,1,4,0
ENSG00000232613,7,14,25,5,0,0
ENSG00000138069,23996,21568,5957,6658,5640,6386
ENSG00000272025,0,0,0,0,0,0
ENSG00000273763,145,108,94,63,62,37
ENSG00000172974,244,128,65,32,30,31
ENSG00000138071,14710,8349,6783,7429,10014,11034
ENSG00000085982,1778,1000,734,2422,4976,6238
ENSG00000259916,2,4,317,16,9,9
ENSG00000284622,0,0,0,0,0,0
ENSG00000284631,0,0,0,2,0,0
ENSG00000234281,12,3,16,13,29,104
ENSG00000115365,17975,12672,3981,10669,20449,47366
ENSG00000021826,102,84,238,311,771,1243
ENSG00000288732,0,0,0,1,6,2
ENSG00000280837,0,0,0,0,0,0
ENSG00000288937,32,66,134,56,88,40
ENSG00000021574,6681,5087,1129,1196,2147,3354
ENSG00000272716,25,22,128,8,30,34
ENSG00000235864,0,0,0,0,0,0
ENSG00000232799,0,0,0,0,0,2
ENSG00000240286,0,2,0,0,0,0
ENSG00000229670,0,0,0,1,0,0
ENSG00000289113,0,0,0,0,0,0
ENSG00000286249,0,0,0,1,0,0
ENSG00000222317,16,4,32,3,0,5
ENSG00000144406,421,617,322,6333,3979,781
ENSG00000237194,2,10,2,5,4,2
ENSG00000197713,5148,2647,1256,1349,1680,2012
ENSG00000272807,261,177,41,123,146,74
ENSG00000078018,98185,74017,16978,38451,25328,4608
ENSG00000153827,11553,7647,3052,5170,7774,11254
ENSG00000153214,1709,703,578,680,954,1084
ENSG00000290108,4,0,8,2,2,2
ENSG00000055917,11850,8907,2403,6435,7151,7225
ENSG00000203635,0,0,18,0,2,2
ENSG00000130508,9885,3971,4091,1404,921,464
ENSG00000227061,0,0,0,2,0,1
ENSG00000035115,2611,2766,656,2243,3427,3512
ENSG00000143727,15091,9301,4992,3813,3286,3505
ENSG00000233684,0,0,0,8,2,0
ENSG00000228643,1,0,2,7,0,2
ENSG00000235779,4,0,0,0,0,7
ENSG00000277997,0,0,0,0,0,0
ENSG00000236856,0,0,0,5,4,0
ENSG00000226277,0,0,0,141,46,6
ENSG00000231826,11,2,91,205,251,371
ENSG00000233978,0,0,25,0,2,0
ENSG00000207087,0,0,0,0,4,3
ENSG00000288992,5,4,0,0,0,0
ENSG00000287255,4,0,3,34,27,55
ENSG00000288886,37,4,8,68,51,59
ENSG00000230587,11,11,53,31,51,128
ENSG00000286796,1,0,53,34,26,77
ENSG00000287387,8,2,25,5,9,41
ENSG00000152518,4985,3746,3869,585,1080,3164
ENSG00000279873,19,2,77,16,12,29
ENSG00000234936,22,4,4,20,21,22
ENSG00000170634,2906,1371,1044,2562,2958,2395
ENSG00000235937,0,0,0,0,1,2
ENSG00000233266,57,69,10,7,22,31
ENSG00000241114,0,0,0,0,0,0
ENSG00000272156,28,2,15,16,58,67
ENSG00000289065,0,8,0,6,11,6
ENSG00000252934,1,2,0,0,0,0
ENSG00000178021,0,0,0,20,20,10
ENSG00000079308,1050,257,1784,4968,8952,14163
ENSG00000175874,10,701,82,8149,2369,336
ENSG00000226058,0,0,0,1,0,0
ENSG00000196460,12,0,6,85,93,21
ENSG00000223826,0,0,0,0,0,0
ENSG00000237549,0,0,0,0,0,0
ENSG00000232556,0,0,0,0,0,0
ENSG00000286047,0,0,0,0,0,2
ENSG00000187627,0,6,0,0,17,3
ENSG00000183281,20,16,2,138,210,139
ENSG00000231259,0,0,0,0,0,0
ENSG00000257702,21,10,80,34,52,183
ENSG00000238788,0,0,0,0,0,0
ENSG00000260634,17,28,132,38,28,17
ENSG00000286971,0,133,0,104,51,39
ENSG00000260163,8,24,26,72,70,9
ENSG00000136717,655,1317,9027,16046,58746,63655
ENSG00000286400,0,0,0,7,32,28
ENSG00000237630,0,0,0,0,0,0
ENSG00000186684,290,0,286,30,32,31
ENSG00000226789,2,6,0,2,2,0
ENSG00000163161,9481,5573,3020,3758,4025,4711
ENSG00000200250,0,0,0,0,0,0
ENSG00000230572,0,0,0,0,0,0
ENSG00000290565,0,0,0,0,0,0
ENSG00000214329,0,0,0,0,1,0
ENSG00000290575,0,0,0,0,0,0
ENSG00000125631,0,1,0,1,0,0
ENSG00000290590,2,0,0,2,0,4
ENSG00000287071,0,0,0,0,0,2
ENSG00000290594,4,0,2,20,34,10
ENSG00000178162,0,0,0,0,0,0
ENSG00000290596,500,39,15,162,475,447
ENSG00000239402,0,0,0,0,0,0
ENSG00000290599,0,0,0,0,0,0
ENSG00000184761,0,0,0,0,0,0
ENSG00000290610,0,0,0,0,0,0
ENSG00000290614,0,0,0,0,0,0
ENSG00000197927,19,10,47,14,5,14
ENSG00000290616,52,60,20,19,8,14
ENSG00000186825,0,0,0,7,0,0
ENSG00000290618,0,0,0,0,0,0
ENSG00000231431,0,0,0,0,0,0
ENSG00000290654,0,0,0,0,0,0
ENSG00000244280,0,0,0,0,0,0
ENSG00000290681,0,0,0,2,2,0
ENSG00000214081,0,0,0,0,0,0
ENSG00000240253,0,0,0,0,0,0
ENSG00000223760,0,0,0,0,0,0
ENSG00000163016,0,0,0,0,0,0
ENSG00000290727,42,12,0,113,84,94
ENSG00000186148,0,0,0,0,0,0
ENSG00000290731,0,0,0,0,0,0
ENSG00000261760,0,0,0,0,0,0
ENSG00000290732,0,0,0,6,0,0
ENSG00000184115,0,0,0,0,0,0
ENSG00000290733,0,0,0,0,0,0
ENSG00000204787,0,0,0,0,0,0
ENSG00000290771,0,0,0,0,1,0
ENSG00000237223,0,0,0,0,0,0
ENSG00000290794,0,0,0,0,0,1
ENSG00000042304,0,0,0,0,0,0
ENSG00000290795,4,2,0,12,4,4
ENSG00000283270,0,0,0,0,1,0
ENSG00000290802,0,0,0,0,0,0
ENSG00000283196,0,0,0,0,0,0
ENSG00000290846,53,34,109,45,54,32
ENSG00000279897,0,0,0,0,0,0
ENSG00000290864,18,2,50,7,18,40
ENSG00000237510,0,0,0,0,0,0
ENSG00000290897,0,0,0,0,1,0
ENSG00000018607,0,2,0,2,0,3
ENSG00000244301,0,0,0,5,18,19
ENSG00000243478,0,0,0,0,1,0
ENSG00000229150,0,0,0,0,0,0
ENSG00000290929,0,0,0,0,0,0
ENSG00000205847,0,0,0,0,0,0
ENSG00000290930,0,0,0,0,0,0
ENSG00000261522,0,0,0,0,0,0
ENSG00000290941,2,4,2,2,0,4
ENSG00000233673,9,11,0,0,3,2
ENSG00000291013,0,0,0,0,0,0
ENSG00000229089,10,0,6,1,4,0
ENSG00000291024,2,0,0,0,0,0
ENSG00000259848,0,0,0,0,0,0
ENSG00000291025,0,0,0,8,2,2
ENSG00000240935,0,0,0,0,0,0
ENSG00000291125,0,0,0,2,4,0
ENSG00000229689,0,0,0,0,0,0
ENSG00000291126,510,0,216,122,147,116
ENSG00000230006,0,0,0,2,0,1
ENSG00000291127,4,88,0,557,346,51
ENSG00000146556,0,0,0,0,0,0
ENSG00000291134,7,14,19,142,146,190
ENSG00000286156,0,0,0,0,0,0
ENSG00000291142,356,631,285,573,322,363
ENSG00000220804,0,0,0,0,0,0
ENSG00000291147,82,35,70,63,102,142
ENSG00000143429,0,0,0,0,0,0
ENSG00000291150,84,119,11,22,25,21
ENSG00000237732,0,0,0,0,0,0
ENSG00000291155,6,62,10,39,41,6
ENSG00000231584,0,0,0,0,0,0
ENSG00000291176,107,63,25,501,1552,2046
ENSG00000229754,0,0,0,0,0,0
ENSG00000291236,0,0,3,6,2,2
ENSG00000237322,0,0,0,0,0,0
ENSG00000226297,0,4,0,0,0,0
ENSG00000253006,0,0,1,0,0,0
ENSG00000183023,3080,4222,895,3324,1468,490
ENSG00000153823,6993,4310,2603,1692,707,358
ENSG00000119865,5330,1724,1759,7234,4196,2166
ENSG00000203395,1,0,3,0,2,0
ENSG00000115956,2454,0,1828,257,406,1143
ENSG00000229462,0,0,0,0,0,0
ENSG00000204923,503,189,175,209,243,238
ENSG00000169621,381,106,79,54,102,116
ENSG00000214525,0,0,0,0,0,0
ENSG00000283228,0,0,0,0,0,0
ENSG00000182389,1020,1381,318,3264,1922,718
ENSG00000225214,0,0,0,2,0,0
ENSG00000115145,7380,3750,845,1152,1788,2222
ENSG00000234272,4,0,0,0,0,0
ENSG00000271074,0,0,0,0,0,0
ENSG00000231017,0,0,0,0,0,0
ENSG00000199585,0,0,0,0,0,0
ENSG00000232631,0,0,0,0,0,0
ENSG00000236007,0,0,0,0,0,0
ENSG00000221782,1,0,0,0,0,0
ENSG00000234308,0,0,0,0,1,0
ENSG00000231254,0,0,0,0,0,2
ENSG00000153253,3624,2299,848,2237,1375,256
ENSG00000287463,346,39,30,24,22,11
ENSG00000224043,699,133,8,117,285,503
ENSG00000234682,4,0,0,2,0,0
ENSG00000228098,0,0,0,2,0,0
ENSG00000082258,9736,8580,1304,2898,3889,4245
ENSG00000290018,2297,1819,440,333,383,647
ENSG00000128656,5952,4360,1062,38949,19860,3996
ENSG00000212167,0,0,0,0,0,0
ENSG00000199827,0,0,0,0,0,0
ENSG00000227187,0,0,6,0,0,0
ENSG00000277948,0,0,0,0,0,2
ENSG00000229536,40,62,54,7,9,20
ENSG00000286957,52,7,34,25,4,24
ENSG00000291116,0,0,2,22,157,137
ENSG00000237574,0,0,30,9,40,46
ENSG00000214100,0,0,0,7,13,18
ENSG00000234559,0,0,0,0,0,0
ENSG00000290615,16,68,14,188,1071,633
ENSG00000225449,0,0,0,0,0,1
ENSG00000222014,11,23,19,102,321,257
ENSG00000284619,0,0,0,1,1,0
ENSG00000286026,0,0,0,0,0,0
ENSG00000250207,0,0,0,0,2,0
ENSG00000217289,0,0,0,6,0,3
ENSG00000231147,0,0,0,6,4,0
ENSG00000290591,0,14,0,6,5,2
ENSG00000180178,0,0,0,0,0,0
ENSG00000291278,0,0,0,0,0,0
ENSG00000290707,0,4,0,0,0,0
ENSG00000155729,1410,1068,577,669,1245,1883
ENSG00000163535,7707,1686,286,78,116,194
ENSG00000290905,0,0,0,0,26,31
ENSG00000237166,0,2,0,21,575,454
ENSG00000291279,0,0,0,0,0,0
ENSG00000290906,0,0,0,0,0,0
ENSG00000240761,0,0,0,0,0,0
ENSG00000011523,8984,5763,1947,2749,2276,2475
ENSG00000162998,272,82,4,1043,576,368
ENSG00000115419,2606,2738,722,11857,6394,3226
ENSG00000240344,2632,1455,1076,1252,1671,1487
ENSG00000115290,2326,1741,143,601,609,110
ENSG00000179528,2,0,30,9,12,21
ENSG00000115592,6,2,0,1,13,9
ENSG00000115596,0,0,85,34,28,14
ENSG00000234997,11,0,0,24,7,5
ENSG00000289035,0,0,0,0,0,0
ENSG00000125618,31,39,112,113,100,43
ENSG00000234690,576,402,337,26,163,271
ENSG00000226087,0,6,0,19,12,6
ENSG00000182083,0,0,0,0,2,0
ENSG00000178586,0,0,0,0,37,32
ENSG00000269210,0,11,0,38,20,2
ENSG00000222000,53,4,3,2,4,17
ENSG00000144191,1142,613,27,97,125,203
ENSG00000227987,5,10,0,1,0,0
ENSG00000040933,6417,8962,1094,4237,2328,1252
ENSG00000183513,5918,3555,2696,2671,3716,4061
ENSG00000115446,6991,3687,2410,1405,2019,2548
ENSG00000236564,0,0,0,0,2,0
ENSG00000158019,2538,1912,1838,2162,1457,1252
ENSG00000237524,0,0,0,0,0,0
ENSG00000118004,2,10,10,122,43,42
ENSG00000237370,0,0,0,0,1,0
ENSG00000188765,16,4,5,2,2,0
ENSG00000289136,5,6,3,2,10,2
ENSG00000151360,1,2,4,38,33,6
ENSG00000232718,0,0,0,0,0,0
ENSG00000224661,0,0,0,5,0,1
ENSG00000138030,573,378,433,392,329,242
ENSG00000183292,0,0,0,0,0,0
ENSG00000290699,0,0,0,0,0,0
ENSG00000290700,56,7,0,282,102,12
ENSG00000178171,331,551,0,1378,430,53
ENSG00000228937,2,0,0,0,2,0
ENSG00000212410,0,0,0,0,3,0
ENSG00000231158,3,0,0,16,2,2
ENSG00000237327,0,0,0,11,12,0
ENSG00000227480,0,0,0,0,4,0
ENSG00000153237,245,242,60,96,95,121
ENSG00000234890,0,0,0,0,0,0
ENSG00000243723,0,0,0,0,0,0
ENSG00000144283,1436,847,897,6752,30620,27799
ENSG00000289488,16,22,0,4,2,2
ENSG00000227331,0,0,0,0,0,0
ENSG00000204380,2,6,0,55,110,147
ENSG00000231675,0,0,0,0,0,0
ENSG00000168958,10196,7544,6813,5892,6465,7249
ENSG00000237576,0,0,0,0,0,1
ENSG00000115977,1479,1247,1318,8496,5378,4318
ENSG00000289294,223,197,149,275,236,180
ENSG00000138443,21413,20933,4261,9180,9149,7349
ENSG00000153093,11,15,38,49,24,8
ENSG00000132326,2250,1894,533,976,989,384
ENSG00000202099,0,0,0,0,0,0
ENSG00000065802,2285,1236,1170,2003,4307,5864
ENSG00000229915,0,0,16,0,0,2
ENSG00000274346,0,0,0,1,0,0
ENSG00000289327,0,0,0,3,0,0
ENSG00000135636,6,0,214,1398,10795,9764
ENSG00000233971,0,4,0,0,0,0
ENSG00000124831,6743,5176,2327,4331,3420,1444
ENSG00000134318,8309,4900,1473,3494,2611,2048
ENSG00000285569,20,4,117,80,64,18
ENSG00000214866,0,18,0,14,9,2
ENSG00000237401,4,0,0,0,0,4
ENSG00000229550,0,0,0,0,0,0
ENSG00000291325,0,0,0,0,0,4
ENSG00000231821,0,0,0,0,0,0
ENSG00000231532,0,0,0,0,2,0
ENSG00000252238,0,0,0,0,0,0
ENSG00000207192,0,0,0,0,0,0
ENSG00000289300,0,0,0,0,0,0
ENSG00000228585,0,0,0,0,0,0
ENSG00000232835,0,0,0,2,0,2
ENSG00000224128,0,6,0,0,0,0
ENSG00000230090,28,25,0,0,3,6
ENSG00000176887,139660,105975,1828,168,150,182
ENSG00000235651,8,4,2,2,0,2
ENSG00000048991,3280,5401,1207,10160,7510,2976
ENSG00000076003,11072,6166,2318,774,633,829
ENSG00000035141,7877,4351,2444,1262,873,698
ENSG00000118257,2080,7662,6356,1591,1532,1079
ENSG00000225216,0,0,4,3,2,0
ENSG00000201875,0,0,0,0,0,0
ENSG00000213739,4,0,0,0,0,0
ENSG00000225610,2,0,0,0,0,0
ENSG00000252485,0,0,0,0,0,0
ENSG00000207386,0,0,0,0,0,0
ENSG00000237041,0,0,0,0,0,0
ENSG00000116117,1282,1459,450,480,803,828
ENSG00000178568,1181,673,9,2567,2273,1179
ENSG00000230918,5,0,0,8,5,2
ENSG00000184611,3064,1216,56,45,6,13
ENSG00000237750,80,8,0,0,0,0
ENSG00000143919,454,276,351,579,675,572
ENSG00000259439,78,34,0,12,4,0
ENSG00000278957,0,0,0,0,1,0
ENSG00000274520,0,0,0,0,0,0
ENSG00000277311,0,0,0,0,0,0
ENSG00000276229,0,0,0,0,0,0
ENSG00000277809,0,0,0,0,0,0
ENSG00000276048,0,0,0,0,0,0
ENSG00000274547,0,0,0,0,0,0
ENSG00000276670,0,0,0,0,0,0
ENSG00000236502,12,4,2,0,8,0
ENSG00000138083,214,36,8,6,8,0
ENSG00000225156,24,9,3,0,2,0
ENSG00000231848,0,2,4,0,2,0
ENSG00000170577,2,10,30,84,14,11
ENSG00000231156,0,0,0,20,4,1
ENSG00000231054,0,0,0,0,0,0
ENSG00000115896,1345,1916,141,1183,5843,12813
ENSG00000237035,0,0,0,1,0,0
ENSG00000236653,9,10,0,12,3,0
