,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
33,GO:BP,GO:0048519,negative regulation of biological process,1.7611568081145823e-18,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",5865,4718,1579,21017,0.33467571004662994,0.2692242114236999,query_1,"['GO:0008150', 'GO:0050789']"
34,GO:BP,GO:0051726,regulation of cell cycle,2.195183717377203e-18,True,"""Any process that modulates the rate or extent of progression through the cell cycle."" [GOC:ai, GOC:dph, GOC:tb]",1104,4718,383,21017,0.08117846545146248,0.34692028985507245,query_1,"['GO:0007049', 'GO:0050794']"
35,GO:BP,GO:0048583,regulation of response to stimulus,5.905088631024231e-18,True,"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",3958,4718,1116,21017,0.23654090716405257,0.28196058615462355,query_1,"['GO:0050789', 'GO:0050896']"
36,GO:BP,GO:0065008,regulation of biological quality,7.6785576237292e-18,True,"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",2847,4718,839,21017,0.1778295888088173,0.2946961714085002,query_1,['GO:0065007']
37,GO:BP,GO:0007010,cytoskeleton organization,1.2483871140939528e-17,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:dph, GOC:jl, GOC:mah]",1517,4718,493,21017,0.10449342941924544,0.3249835201054713,query_1,['GO:0006996']
38,GO:BP,GO:0051301,cell division,1.2730246459868945e-17,True,"""The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells."" [GOC:di, GOC:go_curators, GOC:pr]",656,4718,252,21017,0.05341246290801187,0.38414634146341464,query_1,['GO:0009987']
39,GO:BP,GO:0044770,cell cycle phase transition,1.4668332534332405e-17,True,"""The cell cycle process by which a cell commits to entering the next cell cycle phase."" [GOC:mtg_cell_cycle]",537,4718,216,21017,0.04578211106401017,0.4022346368715084,query_1,['GO:0022402']
40,GO:BP,GO:0030182,neuron differentiation,1.8163628877655144e-17,True,"""The process in which a relatively unspecialized cell acquires specialized features of a neuron."" [GOC:mah]",1434,4718,470,21017,0.09961848240779991,0.3277545327754533,query_1,"['GO:0030154', 'GO:0048699']"
41,GO:BP,GO:0048468,cell development,2.2340173863679598e-17,True,"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]",2833,4718,833,21017,0.17655786350148367,0.2940345923049771,query_1,"['GO:0030154', 'GO:0048856', 'GO:0048869']"
42,GO:BP,GO:0009966,regulation of signal transduction,2.2890851060733467e-17,True,"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]",3020,4718,880,21017,0.18651971174226367,0.2913907284768212,query_1,"['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']"
43,GO:BP,GO:0048523,negative regulation of cellular process,1.0575694660129316e-16,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5646,4718,1515,21017,0.321110640101738,0.2683315621679065,query_1,"['GO:0009987', 'GO:0048519', 'GO:0050794']"
44,GO:BP,GO:0051234,establishment of localization,1.194463372333418e-16,True,"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]",4869,4718,1329,21017,0.28168715557439594,0.2729513247073321,query_1,['GO:0051179']
45,GO:BP,GO:0007165,signal transduction,5.214198944197662e-16,True,"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]",5979,4718,1589,21017,0.3367952522255193,0.26576350560294365,query_1,"['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']"
46,GO:BP,GO:0009628,response to abiotic stimulus,7.156237057719693e-16,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]",1130,4718,381,21017,0.08075455701568461,0.33716814159292036,query_1,['GO:0050896']
47,GO:BP,GO:0044772,mitotic cell cycle phase transition,9.349587829766739e-16,True,"""The cell cycle process by which a cell commits to entering the next mitotic cell cycle phase."" [GOC:mtg_cell_cycle]",432,4718,179,21017,0.03793980500211954,0.41435185185185186,query_1,"['GO:0044770', 'GO:1903047']"
48,GO:BP,GO:0019219,regulation of nucleobase-containing compound metabolic process,1.0326563495715388e-15,True,"""Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",4002,4718,1113,21017,0.23590504451038577,0.27811094452773616,query_1,"['GO:0006139', 'GO:0080090']"
49,GO:BP,GO:0010564,regulation of cell cycle process,5.150693842994992e-15,True,"""Any process that modulates a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]",724,4718,264,21017,0.055955913522679104,0.36464088397790057,query_1,"['GO:0022402', 'GO:0051726']"
50,GO:BP,GO:0033554,cellular response to stress,1.1469647283134802e-14,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",1786,4718,551,21017,0.11678677405680372,0.30851063829787234,query_1,"['GO:0006950', 'GO:0051716']"
51,GO:BP,GO:0009888,tissue development,3.75872088354132e-14,True,"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]",2012,4718,607,21017,0.12865621025858415,0.30168986083499005,query_1,['GO:0048856']
52,GO:BP,GO:0032879,regulation of localization,6.460271461659412e-14,True,"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]",2005,4718,604,21017,0.12802034760491734,0.3012468827930175,query_1,"['GO:0050789', 'GO:0051179']"
53,GO:BP,GO:1901987,regulation of cell cycle phase transition,6.14495372090995e-13,True,"""Any process that modulates the frequency, rate or extent of cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",433,4718,172,21017,0.03645612547689699,0.3972286374133949,query_1,"['GO:0010564', 'GO:0044770']"
54,GO:BP,GO:0099536,synaptic signaling,1.059164418360176e-12,True,"""Cell-cell signaling to, from or within a synapse."" [GOC:dos]",783,4718,273,21017,0.057863501483679525,0.3486590038314176,query_1,['GO:0007267']
55,REAC,REAC:R-HSA-69278,"Cell Cycle, Mitotic",1.4427459700741766e-12,True,"Cell Cycle, Mitotic",547,2932,230,10916,0.07844474761255116,0.42047531992687387,query_1,['REAC:R-HSA-1640170']
56,GO:BP,GO:0007268,chemical synaptic transmission,1.5253912356329073e-12,True,"""The vesicular release of classical neurotransmitter molecules from a presynapse, across a chemical synapse, the subsequent activation of neurotransmitter receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."" [GOC:jl, MeSH:D009435]",753,4718,264,21017,0.055955913522679104,0.350597609561753,query_1,['GO:0098916']
57,GO:BP,GO:0098916,anterograde trans-synaptic signaling,1.5253912356329073e-12,True,"""Cell-cell signaling from pre to post-synapse, across the synaptic cleft."" [GOC:dos]",753,4718,264,21017,0.055955913522679104,0.350597609561753,query_1,['GO:0099537']
58,GO:BP,GO:0051276,chromosome organization,2.018811739931873e-12,True,"""A process that is carried out at the cellular level that results in the assembly, arrangement of constituent parts, or disassembly of chromosomes, structures composed of a very long molecule of DNA and associated proteins that carries hereditary information. This term covers covalent modifications at the molecular level as well as spatial relationships among the major components of a chromosome."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]",628,4718,228,21017,0.04832556167867741,0.3630573248407643,query_1,['GO:0006996']
59,GO:BP,GO:0099537,trans-synaptic signaling,2.394880991180476e-12,True,"""Cell-cell signaling in either direction across the synaptic cleft."" [GOC:dos]",759,4718,265,21017,0.05616786774056804,0.34914361001317523,query_1,['GO:0099536']
60,GO:BP,GO:0065009,regulation of molecular function,2.6093447005197026e-12,True,"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]",1611,4718,494,21017,0.10470538363713437,0.30664183736809436,query_1,['GO:0065007']
61,REAC,REAC:R-HSA-1640170,Cell Cycle,3.284293706250335e-12,True,Cell Cycle,677,2932,272,10916,0.0927694406548431,0.4017725258493353,query_1,['REAC:0000000']
62,GO:BP,GO:0048666,neuron development,3.4656906387510977e-12,True,"""The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dph]",1170,4718,377,21017,0.07990674014412887,0.32222222222222224,query_1,"['GO:0030182', 'GO:0048468']"
63,GO:BP,GO:0007059,chromosome segregation,3.874229813716418e-12,True,"""The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:jl, GOC:mah, GOC:mtg_cell_cycle, GOC:vw]",427,4718,168,21017,0.03560830860534125,0.39344262295081966,query_1,['GO:0022402']
64,GO:BP,GO:0051649,establishment of localization in cell,4.307287700056933e-12,True,"""Any process, occurring in a cell, that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos, GOC:dph, GOC:tb]",1976,4718,587,21017,0.12441712590080542,0.29706477732793524,query_1,"['GO:0051234', 'GO:0051641']"
65,GO:BP,GO:0051049,regulation of transport,7.545924366930276e-12,True,"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",1589,4718,486,21017,0.1030097498940229,0.3058527375707992,query_1,"['GO:0006810', 'GO:0032879']"
66,GO:BP,GO:0007346,regulation of mitotic cell cycle,7.923350430719327e-12,True,"""Any process that modulates the rate or extent of progress through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]",497,4718,188,21017,0.03984739296311997,0.3782696177062374,query_1,"['GO:0000278', 'GO:0051726']"
67,GO:BP,GO:0051252,regulation of RNA metabolic process,1.488317713227586e-11,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",3709,4718,1014,21017,0.2149215769393811,0.2733890536532758,query_1,"['GO:0016070', 'GO:0019219', 'GO:0060255']"
68,GO:BP,GO:0007267,cell-cell signaling,1.517274320683346e-11,True,"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell. Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]",1316,4718,413,21017,0.08753709198813056,0.31382978723404253,query_1,"['GO:0007154', 'GO:0023052']"
69,GO:BP,GO:0055085,transmembrane transport,1.6842354895640964e-11,True,"""The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other."" [GOC:dph, GOC:jid]",1538,4718,471,21017,0.09983043662568886,0.30624187256176855,query_1,"['GO:0006810', 'GO:0009987']"
70,GO:BP,GO:0030030,cell projection organization,1.6904230763149893e-11,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, PMID:16318917]",1615,4718,491,21017,0.10406952098346757,0.3040247678018576,query_1,['GO:0016043']
71,GO:BP,GO:0006974,DNA damage response,1.9625943684254648e-11,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to its DNA from environmental insults or errors during metabolism."" [GOC:go_curators]",901,4718,301,21017,0.06379821958456973,0.3340732519422864,query_1,['GO:0033554']
72,GO:BP,GO:0051641,cellular localization,2.507969774371167e-11,True,"""A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."" [GOC:tb, GOC:vw]",3625,4718,992,21017,0.2102585841458245,0.2736551724137931,query_1,"['GO:0009987', 'GO:0051179']"
73,GO:BP,GO:0031175,neuron projection development,3.0312118811505764e-11,True,"""The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:mah]",1014,4718,331,21017,0.0701568461212378,0.3264299802761341,query_1,"['GO:0048666', 'GO:0120036']"
74,GO:BP,GO:0006259,DNA metabolic process,3.6103514700508645e-11,True,"""Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."" [ISBN:0198506732]",993,4718,325,21017,0.0688851208139042,0.32729103726082576,query_1,['GO:0090304']
75,GO:BP,GO:0000226,microtubule cytoskeleton organization,6.092143322175615e-11,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins."" [GOC:mah]",663,4718,233,21017,0.049385332768122084,0.3514328808446455,query_1,"['GO:0007010', 'GO:0007017']"
76,GO:BP,GO:0050793,regulation of developmental process,8.439779001830431e-11,True,"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]",2453,4718,700,21017,0.14836795252225518,0.28536485935589073,query_1,"['GO:0032502', 'GO:0050789']"
77,GO:BP,GO:0006260,DNA replication,9.344635601869351e-11,True,"""The cellular metabolic process in which a cell duplicates one or more molecules of DNA. DNA replication begins when specific sequences, known as origins of replication, are recognized and bound by the origin recognition complex, and ends when the original DNA molecule has been completely duplicated and the copies topologically separated. The unit of replication usually corresponds to the genome of the cell, an organelle, or a virus. The template for replication can either be an existing DNA molecule or RNA."" [GOC:mah]",283,4718,120,21017,0.02543450614667232,0.42402826855123676,query_1,['GO:0006259']
78,GO:BP,GO:0051239,regulation of multicellular organismal process,1.1283334656155056e-10,True,"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]",2928,4718,817,21017,0.17316659601526072,0.27903005464480873,query_1,"['GO:0032501', 'GO:0050789']"
79,GO:BP,GO:0033043,regulation of organelle organization,1.17621908424115e-10,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]",1139,4718,362,21017,0.07672742687579483,0.31782265144863914,query_1,"['GO:0006996', 'GO:0051128']"
